sport,category_id,activity_id,manufacturer_id,manufacturer_name,seller_id,seller_name,brand_name,bar_code_13,internal_ref_id,manufacturer_product_id,product_name,description,Unitweight,specialty_id,size_id,ussize_id,width_id,wheel_size_id,head_tube_id,brakes_id,bottom_braket,taxle_id,release,rake_id,width_oo_id,seat_post_diameter_id,bar_bore_diameter_id,design_id,color_id,finish,material,MaterialDesc,Gender,SpecialTechnology,picture,notes,seller_min_qty,remaining,cost_price,x_factor,retail_price_net,retail_price_vat,Record,currency
Cycling,Shoes,Road,1001000,Luck,1001000,Luck,Luck,1001000101010,101010,5000000261,ATOR 3.0,"In combination with the new LUCK Carbon-Fiber Soles, the LUCK® midsoles allow to reach the perfect plantar correction/adaptation with no need for accessory wedges that are difficult to position. New AIR SOLE STREAM® ventilation system. Microfiber of excellent quality and thickness. ATOP rotary closure system at the instep. ON STEAM® coating 100% breathable. ON STEAM® coating incorporates an innovated silver ions treatment with antibacterial and antistatic properties. Anatomical insole with ON STEAM® coating. New fiber carbon sole, designed to compete at the highest level, stiff and extremely light weighted. Carbon-Fiber Midsole.",,,47,14,Regular,,,,,,,,,,,,RED,,Carbon,UD," M, W ","Air Sole Stream, Luck Arch Inside, Ion, On Steam",,,,,68.00,2.1697,147.54,147.54,1,EUR
Cycling,Shoes,Road,1001000,Luck,1001000,Luck,Luck,1001000101011,101011,5000000261,ATOR 3.0,"In combination with the new LUCK Carbon-Fiber Soles, the LUCK® midsoles allow to reach the perfect plantar correction/adaptation with no need for accessory wedges that are difficult to position. New AIR SOLE STREAM® ventilation system. Microfiber of excellent quality and thickness. ATOP rotary closure system at the instep. ON STEAM® coating 100% breathable. ON STEAM® coating incorporates an innovated silver ions treatment with antibacterial and antistatic properties. Anatomical insole with ON STEAM® coating. New fiber carbon sole, designed to compete at the highest level, stiff and extremely light weighted. Carbon-Fiber Midsole.",,,48,15,Regular,,,,,,,,,,,,RED,,Carbon,UD," M, W ","Air Sole Stream, Luck Arch Inside, Ion, On Steam",,,,,68.00,2.1697,147.54,147.54,1,EUR
Cycling,Shoes,Road,1001000,Luck,1001000,Luck,Luck,1001000101012,101012,5000000263,ATOR 3.0,"In combination with the new LUCK Carbon-Fiber Soles, the LUCK® midsoles allow to reach the perfect plantar correction/adaptation with no need for accessory wedges that are difficult to position. New AIR SOLE STREAM® ventilation system. Microfiber of excellent quality and thickness. ATOP rotary closure system at the instep. ON STEAM® coating 100% breathable. ON STEAM® coating incorporates an innovated silver ions treatment with antibacterial and antistatic properties. Anatomical insole with ON STEAM® coating. New fiber carbon sole, designed to compete at the highest level, stiff and extremely light weighted. Carbon-Fiber Midsole.",,,37,4,Regular,,,,,,,,,,,,WHT,,Carbon,UD," M, W ","Air Sole Stream, Luck Arch Inside, Ion, On Steam",,,,,68.00,2.1697,147.54,147.54,1,EUR
Cycling,Shoes,Road,1001000,Luck,1001000,Luck,Luck,1001000101013,101013,5000000263,ATOR 3.0,"In combination with the new LUCK Carbon-Fiber Soles, the LUCK® midsoles allow to reach the perfect plantar correction/adaptation with no need for accessory wedges that are difficult to position. New AIR SOLE STREAM® ventilation system. Microfiber of excellent quality and thickness. ATOP rotary closure system at the instep. ON STEAM® coating 100% breathable. ON STEAM® coating incorporates an innovated silver ions treatment with antibacterial and antistatic properties. Anatomical insole with ON STEAM® coating. New fiber carbon sole, designed to compete at the highest level, stiff and extremely light weighted. Carbon-Fiber Midsole.",,,38,5,Regular,,,,,,,,,,,,WHT,,Carbon,UD," M, W ","Air Sole Stream, Luck Arch Inside, Ion, On Steam",,,,,68.00,2.1697,147.54,147.54,1,EUR
Cycling,Shoes,Road,1001000,Luck,1001000,Luck,Luck,1001000101014,101014,5000000263,ATOR 3.0,"In combination with the new LUCK Carbon-Fiber Soles, the LUCK® midsoles allow to reach the perfect plantar correction/adaptation with no need for accessory wedges that are difficult to position. New AIR SOLE STREAM® ventilation system. Microfiber of excellent quality and thickness. ATOP rotary closure system at the instep. ON STEAM® coating 100% breathable. ON STEAM® coating incorporates an innovated silver ions treatment with antibacterial and antistatic properties. Anatomical insole with ON STEAM® coating. New fiber carbon sole, designed to compete at the highest level, stiff and extremely light weighted. Carbon-Fiber Midsole.",,,39,6,Regular,,,,,,,,,,,,WHT,,Carbon,UD," M, W ","Air Sole Stream, Luck Arch Inside, Ion, On Steam",,,,,68.00,2.1697,147.54,147.54,1,EUR
Cycling,Shoes,Road,1001000,Luck,1001000,Luck,Luck,1001000101015,101015,5000000263,ATOR 3.0,"In combination with the new LUCK Carbon-Fiber Soles, the LUCK® midsoles allow to reach the perfect plantar correction/adaptation with no need for accessory wedges that are difficult to position. New AIR SOLE STREAM® ventilation system. Microfiber of excellent quality and thickness. ATOP rotary closure system at the instep. ON STEAM® coating 100% breathable. ON STEAM® coating incorporates an innovated silver ions treatment with antibacterial and antistatic properties. Anatomical insole with ON STEAM® coating. New fiber carbon sole, designed to compete at the highest level, stiff and extremely light weighted. Carbon-Fiber Midsole.",,,40,7,Regular,,,,,,,,,,,,WHT,,Carbon,UD," M, W ","Air Sole Stream, Luck Arch Inside, Ion, On Steam",,,,,68.00,2.1697,147.54,147.54,1,EUR
Cycling,Shoes,Road,1001000,Luck,1001000,Luck,Luck,1001000101016,101016,5000000263,ATOR 3.0,"In combination with the new LUCK Carbon-Fiber Soles, the LUCK® midsoles allow to reach the perfect plantar correction/adaptation with no need for accessory wedges that are difficult to position. New AIR SOLE STREAM® ventilation system. Microfiber of excellent quality and thickness. ATOP rotary closure system at the instep. ON STEAM® coating 100% breathable. ON STEAM® coating incorporates an innovated silver ions treatment with antibacterial and antistatic properties. Anatomical insole with ON STEAM® coating. New fiber carbon sole, designed to compete at the highest level, stiff and extremely light weighted. Carbon-Fiber Midsole.",,,41,8,Regular,,,,,,,,,,,,WHT,,Carbon,UD," M, W ","Air Sole Stream, Luck Arch Inside, Ion, On Steam",,,,,68.00,2.1697,147.54,147.54,1,EUR
Cycling,Shoes,Road,1001000,Luck,1001000,Luck,Luck,1001000101017,101017,5000000263,ATOR 3.0,"In combination with the new LUCK Carbon-Fiber Soles, the LUCK® midsoles allow to reach the perfect plantar correction/adaptation with no need for accessory wedges that are difficult to position. New AIR SOLE STREAM® ventilation system. Microfiber of excellent quality and thickness. ATOP rotary closure system at the instep. ON STEAM® coating 100% breathable. ON STEAM® coating incorporates an innovated silver ions treatment with antibacterial and antistatic properties. Anatomical insole with ON STEAM® coating. New fiber carbon sole, designed to compete at the highest level, stiff and extremely light weighted. Carbon-Fiber Midsole.",,,42,9,Regular,,,,,,,,,,,,WHT,,Carbon,UD," M, W ","Air Sole Stream, Luck Arch Inside, Ion, On Steam",,,,,68.00,2.1697,147.54,147.54,1,EUR
Cycling,Shoes,Road,1001000,Luck,1001000,Luck,Luck,1001000101018,101018,5000000263,ATOR 3.0,"In combination with the new LUCK Carbon-Fiber Soles, the LUCK® midsoles allow to reach the perfect plantar correction/adaptation with no need for accessory wedges that are difficult to position. New AIR SOLE STREAM® ventilation system. Microfiber of excellent quality and thickness. ATOP rotary closure system at the instep. ON STEAM® coating 100% breathable. ON STEAM® coating incorporates an innovated silver ions treatment with antibacterial and antistatic properties. Anatomical insole with ON STEAM® coating. New fiber carbon sole, designed to compete at the highest level, stiff and extremely light weighted. Carbon-Fiber Midsole.",,,43,10,Regular,,,,,,,,,,,,WHT,,Carbon,UD," M, W ","Air Sole Stream, Luck Arch Inside, Ion, On Steam",,,,,68.00,2.1697,147.54,147.54,1,EUR
Cycling,Shoes,Road,1001000,Luck,1001000,Luck,Luck,1001000101019,101019,5000000263,ATOR 3.0,"In combination with the new LUCK Carbon-Fiber Soles, the LUCK® midsoles allow to reach the perfect plantar correction/adaptation with no need for accessory wedges that are difficult to position. New AIR SOLE STREAM® ventilation system. Microfiber of excellent quality and thickness. ATOP rotary closure system at the instep. ON STEAM® coating 100% breathable. ON STEAM® coating incorporates an innovated silver ions treatment with antibacterial and antistatic properties. Anatomical insole with ON STEAM® coating. New fiber carbon sole, designed to compete at the highest level, stiff and extremely light weighted. Carbon-Fiber Midsole.",,,44,11,Regular,,,,,,,,,,,,WHT,,Carbon,UD," M, W ","Air Sole Stream, Luck Arch Inside, Ion, On Steam",,,,,68.00,2.1697,147.54,147.54,1,EUR
Cycling,Shoes,Road,1001000,Luck,1001000,Luck,Luck,1001000101020,101020,5000000263,ATOR 3.0,"In combination with the new LUCK Carbon-Fiber Soles, the LUCK® midsoles allow to reach the perfect plantar correction/adaptation with no need for accessory wedges that are difficult to position. New AIR SOLE STREAM® ventilation system. Microfiber of excellent quality and thickness. ATOP rotary closure system at the instep. ON STEAM® coating 100% breathable. ON STEAM® coating incorporates an innovated silver ions treatment with antibacterial and antistatic properties. Anatomical insole with ON STEAM® coating. New fiber carbon sole, designed to compete at the highest level, stiff and extremely light weighted. Carbon-Fiber Midsole.",,,45,12,Regular,,,,,,,,,,,,WHT,,Carbon,UD," M, W ","Air Sole Stream, Luck Arch Inside, Ion, On Steam",,,,,68.00,2.1697,147.54,147.54,1,EUR
Cycling,Shoes,Road,1001000,Luck,1001000,Luck,Luck,1001000101021,101021,5000000263,ATOR 3.0,"In combination with the new LUCK Carbon-Fiber Soles, the LUCK® midsoles allow to reach the perfect plantar correction/adaptation with no need for accessory wedges that are difficult to position. New AIR SOLE STREAM® ventilation system. Microfiber of excellent quality and thickness. ATOP rotary closure system at the instep. ON STEAM® coating 100% breathable. ON STEAM® coating incorporates an innovated silver ions treatment with antibacterial and antistatic properties. Anatomical insole with ON STEAM® coating. New fiber carbon sole, designed to compete at the highest level, stiff and extremely light weighted. Carbon-Fiber Midsole.",,,46,13,Regular,,,,,,,,,,,,WHT,,Carbon,UD," M, W ","Air Sole Stream, Luck Arch Inside, Ion, On Steam",,,,,68.00,2.1697,147.54,147.54,1,EUR
Cycling,Shoes,Road,1001000,Luck,1001000,Luck,Luck,1001000101022,101022,5000000263,ATOR 3.0,"In combination with the new LUCK Carbon-Fiber Soles, the LUCK® midsoles allow to reach the perfect plantar correction/adaptation with no need for accessory wedges that are difficult to position. New AIR SOLE STREAM® ventilation system. Microfiber of excellent quality and thickness. ATOP rotary closure system at the instep. ON STEAM® coating 100% breathable. ON STEAM® coating incorporates an innovated silver ions treatment with antibacterial and antistatic properties. Anatomical insole with ON STEAM® coating. New fiber carbon sole, designed to compete at the highest level, stiff and extremely light weighted. Carbon-Fiber Midsole.",,,47,14,Regular,,,,,,,,,,,,WHT,,Carbon,UD," M, W ","Air Sole Stream, Luck Arch Inside, Ion, On Steam",,,,,68.00,2.1697,147.54,147.54,1,EUR
Cycling,Shoes,Road,1001000,Luck,1001000,Luck,Luck,1001000101023,101023,5000000263,ATOR 3.0,"In combination with the new LUCK Carbon-Fiber Soles, the LUCK® midsoles allow to reach the perfect plantar correction/adaptation with no need for accessory wedges that are difficult to position. New AIR SOLE STREAM® ventilation system. Microfiber of excellent quality and thickness. ATOP rotary closure system at the instep. ON STEAM® coating 100% breathable. ON STEAM® coating incorporates an innovated silver ions treatment with antibacterial and antistatic properties. Anatomical insole with ON STEAM® coating. New fiber carbon sole, designed to compete at the highest level, stiff and extremely light weighted. Carbon-Fiber Midsole.",,,48,15,Regular,,,,,,,,,,,,WHT,,Carbon,UD," M, W ","Air Sole Stream, Luck Arch Inside, Ion, On Steam",,,,,68.00,2.1697,147.54,147.54,1,EUR
Cycling,Shoes,Road,1001000,Luck,1001000,Luck,Luck,1001000101024,101024,5000000265,ATOR 3.0,"In combination with the new LUCK Carbon-Fiber Soles, the LUCK® midsoles allow to reach the perfect plantar correction/adaptation with no need for accessory wedges that are difficult to position. New AIR SOLE STREAM® ventilation system. Microfiber of excellent quality and thickness. ATOP rotary closure system at the instep. ON STEAM® coating 100% breathable. ON STEAM® coating incorporates an innovated silver ions treatment with antibacterial and antistatic properties. Anatomical insole with ON STEAM® coating. New fiber carbon sole, designed to compete at the highest level, stiff and extremely light weighted. Carbon-Fiber Midsole.",,,37,4,Regular,,,,,,,,,,,,YEL,,Carbon,UD," M, W ","Air Sole Stream, Luck Arch Inside, Ion, On Steam",,,,,68.00,2.1697,147.54,147.54,1,EUR
Cycling,Shoes,Road,1001000,Luck,1001000,Luck,Luck,1001000101025,101025,5000000265,ATOR 3.0,"In combination with the new LUCK Carbon-Fiber Soles, the LUCK® midsoles allow to reach the perfect plantar correction/adaptation with no need for accessory wedges that are difficult to position. New AIR SOLE STREAM® ventilation system. Microfiber of excellent quality and thickness. ATOP rotary closure system at the instep. ON STEAM® coating 100% breathable. ON STEAM® coating incorporates an innovated silver ions treatment with antibacterial and antistatic properties. Anatomical insole with ON STEAM® coating. New fiber carbon sole, designed to compete at the highest level, stiff and extremely light weighted. Carbon-Fiber Midsole.",,,38,5,Regular,,,,,,,,,,,,YEL,,Carbon,UD," M, W ","Air Sole Stream, Luck Arch Inside, Ion, On Steam",,,,,68.00,2.1697,147.54,147.54,1,EUR
Cycling,Shoes,Road,1001000,Luck,1001000,Luck,Luck,1001000101026,101026,5000000265,ATOR 3.0,"In combination with the new LUCK Carbon-Fiber Soles, the LUCK® midsoles allow to reach the perfect plantar correction/adaptation with no need for accessory wedges that are difficult to position. New AIR SOLE STREAM® ventilation system. Microfiber of excellent quality and thickness. ATOP rotary closure system at the instep. ON STEAM® coating 100% breathable. ON STEAM® coating incorporates an innovated silver ions treatment with antibacterial and antistatic properties. Anatomical insole with ON STEAM® coating. New fiber carbon sole, designed to compete at the highest level, stiff and extremely light weighted. Carbon-Fiber Midsole.",,,39,6,Regular,,,,,,,,,,,,YEL,,Carbon,UD," M, W ","Air Sole Stream, Luck Arch Inside, Ion, On Steam",,,,,68.00,2.1697,147.54,147.54,1,EUR
Cycling,Shoes,Road,1001000,Luck,1001000,Luck,Luck,1001000101027,101027,5000000265,ATOR 3.0,"In combination with the new LUCK Carbon-Fiber Soles, the LUCK® midsoles allow to reach the perfect plantar correction/adaptation with no need for accessory wedges that are difficult to position. New AIR SOLE STREAM® ventilation system. Microfiber of excellent quality and thickness. ATOP rotary closure system at the instep. ON STEAM® coating 100% breathable. ON STEAM® coating incorporates an innovated silver ions treatment with antibacterial and antistatic properties. Anatomical insole with ON STEAM® coating. New fiber carbon sole, designed to compete at the highest level, stiff and extremely light weighted. Carbon-Fiber Midsole.",,,40,7,Regular,,,,,,,,,,,,YEL,,Carbon,UD," M, W ","Air Sole Stream, Luck Arch Inside, Ion, On Steam",,,,,68.00,2.1697,147.54,147.54,1,EUR
Cycling,Shoes,Road,1001000,Luck,1001000,Luck,Luck,1001000101028,101028,5000000265,ATOR 3.0,"In combination with the new LUCK Carbon-Fiber Soles, the LUCK® midsoles allow to reach the perfect plantar correction/adaptation with no need for accessory wedges that are difficult to position. New AIR SOLE STREAM® ventilation system. Microfiber of excellent quality and thickness. ATOP rotary closure system at the instep. ON STEAM® coating 100% breathable. ON STEAM® coating incorporates an innovated silver ions treatment with antibacterial and antistatic properties. Anatomical insole with ON STEAM® coating. New fiber carbon sole, designed to compete at the highest level, stiff and extremely light weighted. Carbon-Fiber Midsole.",,,41,8,Regular,,,,,,,,,,,,YEL,,Carbon,UD," M, W ","Air Sole Stream, Luck Arch Inside, Ion, On Steam",,,,,68.00,2.1697,147.54,147.54,1,EUR
Cycling,Shoes,Road,1001000,Luck,1001000,Luck,Luck,1001000101029,101029,5000000265,ATOR 3.0,"In combination with the new LUCK Carbon-Fiber Soles, the LUCK® midsoles allow to reach the perfect plantar correction/adaptation with no need for accessory wedges that are difficult to position. New AIR SOLE STREAM® ventilation system. Microfiber of excellent quality and thickness. ATOP rotary closure system at the instep. ON STEAM® coating 100% breathable. ON STEAM® coating incorporates an innovated silver ions treatment with antibacterial and antistatic properties. Anatomical insole with ON STEAM® coating. New fiber carbon sole, designed to compete at the highest level, stiff and extremely light weighted. Carbon-Fiber Midsole.",,,42,9,Regular,,,,,,,,,,,,YEL,,Carbon,UD," M, W ","Air Sole Stream, Luck Arch Inside, Ion, On Steam",,,,,68.00,2.1697,147.54,147.54,1,EUR
Cycling,Shoes,Road,1001000,Luck,1001000,Luck,Luck,1001000101030,101030,5000000265,ATOR 3.0,"In combination with the new LUCK Carbon-Fiber Soles, the LUCK® midsoles allow to reach the perfect plantar correction/adaptation with no need for accessory wedges that are difficult to position. New AIR SOLE STREAM® ventilation system. Microfiber of excellent quality and thickness. ATOP rotary closure system at the instep. ON STEAM® coating 100% breathable. ON STEAM® coating incorporates an innovated silver ions treatment with antibacterial and antistatic properties. Anatomical insole with ON STEAM® coating. New fiber carbon sole, designed to compete at the highest level, stiff and extremely light weighted. Carbon-Fiber Midsole.",,,43,10,Regular,,,,,,,,,,,,YEL,,Carbon,UD," M, W ","Air Sole Stream, Luck Arch Inside, Ion, On Steam",,,,,68.00,2.1697,147.54,147.54,1,EUR
Cycling,Shoes,Road,1001000,Luck,1001000,Luck,Luck,1001000101031,101031,5000000265,ATOR 3.0,"In combination with the new LUCK Carbon-Fiber Soles, the LUCK® midsoles allow to reach the perfect plantar correction/adaptation with no need for accessory wedges that are difficult to position. New AIR SOLE STREAM® ventilation system. Microfiber of excellent quality and thickness. ATOP rotary closure system at the instep. ON STEAM® coating 100% breathable. ON STEAM® coating incorporates an innovated silver ions treatment with antibacterial and antistatic properties. Anatomical insole with ON STEAM® coating. New fiber carbon sole, designed to compete at the highest level, stiff and extremely light weighted. Carbon-Fiber Midsole.",,,44,11,Regular,,,,,,,,,,,,YEL,,Carbon,UD," M, W ","Air Sole Stream, Luck Arch Inside, Ion, On Steam",,,,,68.00,2.1697,147.54,147.54,1,EUR
Cycling,Shoes,Road,1001000,Luck,1001000,Luck,Luck,1001000101032,101032,5000000265,ATOR 3.0,"In combination with the new LUCK Carbon-Fiber Soles, the LUCK® midsoles allow to reach the perfect plantar correction/adaptation with no need for accessory wedges that are difficult to position. New AIR SOLE STREAM® ventilation system. Microfiber of excellent quality and thickness. ATOP rotary closure system at the instep. ON STEAM® coating 100% breathable. ON STEAM® coating incorporates an innovated silver ions treatment with antibacterial and antistatic properties. Anatomical insole with ON STEAM® coating. New fiber carbon sole, designed to compete at the highest level, stiff and extremely light weighted. Carbon-Fiber Midsole.",,,45,12,Regular,,,,,,,,,,,,YEL,,Carbon,UD," M, W ","Air Sole Stream, Luck Arch Inside, Ion, On Steam",,,,,68.00,2.1697,147.54,147.54,1,EUR
Cycling,Shoes,Road,1001000,Luck,1001000,Luck,Luck,1001000101033,101033,5000000265,ATOR 3.0,"In combination with the new LUCK Carbon-Fiber Soles, the LUCK® midsoles allow to reach the perfect plantar correction/adaptation with no need for accessory wedges that are difficult to position. New AIR SOLE STREAM® ventilation system. Microfiber of excellent quality and thickness. ATOP rotary closure system at the instep. ON STEAM® coating 100% breathable. ON STEAM® coating incorporates an innovated silver ions treatment with antibacterial and antistatic properties. Anatomical insole with ON STEAM® coating. New fiber carbon sole, designed to compete at the highest level, stiff and extremely light weighted. Carbon-Fiber Midsole.",,,46,13,Regular,,,,,,,,,,,,YEL,,Carbon,UD," M, W ","Air Sole Stream, Luck Arch Inside, Ion, On Steam",,,,,68.00,2.1697,147.54,147.54,1,EUR
